aqr			Arhâ
ara	ara	ar	Arabic
arb			Arabic, Standard
arc	arc		Aramaic
ard			Arabana
are			Arrarnta, Western
arf			Arafundi
arg	arg	an	Aragonese
arh			Arhuaco
ari			Arikara
arj			Arapaso
ark			Arikapú
arl			Arabela
arn	arn		Araucanian
aro			Araona
arp	arp		Arapaho
arq			Arabic, Algerian Spoken
arr			Karo (Brazil)
ars			Arabic, Najdi Spoken
aru			Arua
arv			Arbore
arw	arw		Arawak
arx			Aruá
ary			Arabic, Moroccan Spoken
arz			Arabic, Egyptian Spoken
asa			Asu (Tanzania)
asb			Assiniboine
asc			Asmat, Casuarina Coast
asd			Asas
ase			American Sign Language
asf			Australian Sign Language
asg			Cishingini
ash			Abishira
asi			Buruwai
asj			Nsari
ask			Ashkun
asl			Asilulu
asm	asm	as	Assamese
asn			Asuriní, Xingú
aso			Dano
asp			Algerian Sign Language
asq			Austrian Sign Language
asr			Asuri
ass			Ipulo
ast	ast		Asturian; Bable
asu			Asuriní
asv			Asoa
asw			Australian Aborigines Sign Language
asx			Muratayak
asy			Asmat, Yaosakor
asz			As
ata			Pele-Ata
atb			Zaiwa
atc			Atsahuaca
atd			Manobo, Ata
ate			Atemble
atf			Atuence
atg			Ivbie North-Okpela-Arhe
ati			Attié
atj			Atikamekw
atk			Ati
atl			Agta, Mt. Iraya
atm			Ata
atn			Ashtiani
ato			Atong
atp			Atta, Pudtol
atq			Aralle-Tabulahan
atr			Atruahí
ats			Gros Ventre
att			Atta, Pamplona
atu			Reel
atv			Altai, Northern
atw			Atsugewi
atx			Arutani
aty			Aneityum
atz			Arta
aua			Asumboa
auc			Waorani
aud			Anuta
aue			=/Kx'au//'ein
aug			Aguna
auh			Aushi
aui			Anuki
auj			Awjilah
auk			Heyo
aul			Aulua
aum			Asu (Nigeria)
aun			One, Molmo
auo			Auyokawa
aup			Makayam
auq			Anus
aur			Aruek
aut			Austral
auu			Auye
auv			Auvergnat
auw			Awyi
aux			Aurá
auy			Awiyaana
auz			Arabic, Uzbeki Spoken
ava	ava	av	Avaric
avb			Avau
avd			Alviri-Vidari
ave	ave	ae	Avestan
avi			Avikam
avl			Arabic, Eastern Egyptian Bedawi Spoken
avn			Avatime
avo			Agavotaguerra
avs			Aushiri
avt			Au
avu			Avokaya
avv			Avá-Canoeiro
awa	awa		Awadhi
awb			Awa
awc			Acipa, Western
awe			Awetí
awh			Awbono
awi			Aekyom
awk			Awabakal
awm			Arawum
awn			Awngi
awo			Awak
awr			Awera
aws			Awyu, South
awt			Araweté
awu			Awyu, Central
awv			Awyu, Jair
aww			Awun
awx			Awara
awy			Awyu, Edera
axb			Abipon
axg			Arára, Mato Grosso
axk			Yaka (Central African Republic)
axm			Armenian, Middle
axx			Xaragure
aya			Awar
ayb			Gbe, Ayizo
ayc			Aymara, Southern
ayd			Ayabadhu
aye			Ayere
ayg			Ginyanga
ayh			Arabic, Hadrami Spoken
ayi			Leyigha
ayk			Akuku
ayl			Arabic, Libyan Spoken
aym	aym	ay	Aymara
ayn			Arabic, Sanaani Spoken
ayo			Ayoreo
ayp			Arabic, North Mesopotamian Spoken
ayq			Ayi (Papua New Guinea)
ayr			Aymara, Central
ays			Ayta, Sorsogon
ayt			Ayta, Bataan
ayu			Ayu
ayx			Ayi (China)
ayy			Ayta, Tayabas
ayz			Mai Brat
azb			Azerbaijani, South
aze	aze	az	Azerbaijani
azg			Amuzgo, San Pedro Amuzgos
azj			Azerbaijani, North
azm			Amuzgo, Ipalapa
azo			Awing
azr			Adzera
azt			Atta, Faire
azz			Nahuatl, Highland Puebla
baa			Babatana
bab			Bainouk-Gunyuño
bac			Badui
bae			Baré
baf			Nubaca
bag			Tuki
bah			Bahamas Creole English
baj			Barakai
bak	bak	ba	Bashkir
bal	bal		Baluchi
bam	bam	bm	Bambara
ban	ban		Balinese
bao			Waimaha
bap			Bantawa
bar			Bavarian
bas	bas		Basa (Cameroon)
bau			Bada (Nigeria)
bav			Vengo
baw			Bambili-Bambui
bax			Bamun
bay			Batuley
baz			Tunen
bba			Baatonum
bbb			Barai
bbc			Batak Toba
bbd			Bau
bbe			Bangba
bbf			Baibai
bbg			Barama
bbh			Bugan
bbi			Barombi
bbj			Ghomálá'
bbk			Babanki
bbl			Bats
bbm			Babango
bbn			Uneapa
bbo			Bobo Madaré, Northern
bbp			Banda, West Central
bbq			Bamali
bbr			Girawa
bbs			Bakpinka
bbt			Mburku
bbu			Kulung (Nigeria)
bbv			Karnai
bbw			Baba
bbx			Bubia
bby			Befang
bbz			Arabic, Babalia Creole
bca			Bai, Central
bcb			Bainouk-Samik
bcc			Balochi, Southern
bcd			Babar, North
bce			Bamenyam
bcf			Bamu
bcg			Baga Binari
bch			Bariai
bci			Baoulé
bcj			Bardi
bck			Bunaba
bcl			Bicolano, Central
bcm			Bannoni
bcn			Bali (Nigeria)
bco			Kaluli
bcp			Bali (Democratic Republic of Congo)
bcq			Bench
bcr			Babine
bcs			Kohumono
bct			Bendi
bcu			Awad Bing
bcv			Shoo-Minda-Nye
bcw			Bana
bcx			Pamona
bcy			Bacama
bcz			Bainouk-Gunyaamolo
bda			Bayot
bdb			Basap
bdc			Emberá-Baudó
bdd			Bunama
bde			Bade
bdg			Bonggi
bdh			Baka (Sudan)
bdi			Burun
bdj			Bai
bdk			Budukh
bdl			Bajau, Indonesian
bdm			Buduma
bdn			Baldemu
bdo			Bernde
bdp			Bende
bdq			Bahnar
bdr			Bajau, West Coast
bds			Burunge
bdt			Bokoto
bdu			Oroko
bdv			Bodo Parja
bdw			Baham
bdx			Budong-Budong
bdy			Bandjalang
bdz			Badeshi
bea			Beaver
beb			Bebele
bec			Iceve-Maci
bed			Bedoanas
bee			Byangsi
bef			Benabena
beg			Belait
beh			Biali
bei			Bekati'
bej	bej		Beja
bek			Bebeli
bel	bel	be	Belarusian
bem	bem		Bemba (Zambia)
ben	ben	bn	Bengali
beo			Beami
bep			Besoa
beq			Beembe
bes			Besme
bet			Béte, Guiberoua
beu			Blagar
bev			Bété, Daloa
bew			Betawi
bex			Jur Modo
bey			Beli (Papua New Guinea)
bez			Bena (Tanzania)
bfa			Bari
bfb			Bareli, Pauri
bfc			Bai, Northern
bfd			Bafut
bfe			Betaf
bff			Bofi
bfg			Kayan, Busang
bfh			Blafe
bfi			British Sign Language
bfj			Bafanji
bfk			Ban Khor Sign Language
bfl			Banda-Ndélé
bfm			Mmen
bfn			Bunak
bfo			Birifor, Malba
bfp			Beba
bfq			Badaga
bfr			Bazigar
bfs			Bai, Southern
bft			Balti
bfu			Gahri
bfw			Bondo
bfy			Bagheli
bfz			Pahari, Mahasu
bga			Gwamhi-Wuri
bgb			Bobongko
bgc			Haryanvi
bgd			Bareli, Rathwi
bge			Bauria
bgf			Bangandu
bgg			Bugun
bgh			Bogan
bgi			Giangan
bgj			Bangolan
bgk			Bit
bgl			Bo (Laos)
bgm			Baga Mboteni
bgn			Balochi, Western
bgo			Baga Koga
bgp			Balochi, Eastern
bgq			Bagri
bgr			Chin, Bawm
bgs			Tagabawa
bgt			Bughotu
bgu			Mbongno
bgv			Warkay-Bipim
bgw			Bhatri
bgx			Balkan Gagauz Turkish
bgy			Benggoi
bgz			Banggai
bha			Bharia
bhb			Bhili
bhc			Biga
bhd			Bhadrawahi
bhe			Bhaya
bhf			Odiai
bhg			Binandere
bhh			Bukharic
bhi			Bhilali
bhj			Bahing
bhk			Bicolano, Albay
bhl			Bimin
bhm			Bathari
bhn			Bohtan Neo-Aramaic
bho	bho		Bhojpuri
bhp			Bima
bhq			Tukang Besi South
bhr			Malagasy, Bara
bhs			Buwal
bht			Bhattiyali
bhu			Bhunjia
bhv			Bahau
bhw			Biak
bhx			Bhalay
bhy			Bhele
bhz			Bada (Indonesia)
bia			Badimaya
bib			Bissa
bic			Bikaru
bid			Bidiyo
bie			Bepour
bif			Biafada
big			Biangai
bii			Bisu
bij			Vaghat-Ya-Bijim-Legeri
bik	bik		Bikol
bil			Bile
bim			Bimoba
bin	bin		Bini
bio			Nai
bip			Bila
biq			Bipi
bir			Bisorio
bis	bis	bi	Bislama
bit			Berinomo
biu			Biete
biv			Birifor, Southern
biw			Kol (Cameroon)
bix			Bijori
biy			Birhor
biz			Baloi
bja			Budza
bjb			Banggarla
bjc			Bariji
bjd			Bandjigali
bje			Biao-Jiao Mien
bjf			Barzani Jewish Neo-Aramaic
bjg			Bidyogo
bjh			Bahinemo
bji			Burji
bjj			Kanauji
bjk			Barok
bjl			Bulu (Papua New Guinea)
bjm			Bajelani
bjn			Banjar
bjo			Banda, Mid-Southern
bjq			Malagasy, Southern Betsimisaraka
bjr			Binumarien
bjs			Bajan
bjt			Balanta-Ganja
bju			Busuu
bjv			Bedjond
bjw			Bakwé
bjx			Itneg, Banao
bjy			Bayali
bjz			Baruga
bka			Kyak
bkb			Finallig
bkc			Baka (Cameroon)
bkd			Binukid
bke			Bengkulu
bkf			Beeke
bkg			Buraka
bkh			Bakoko
bki			Baki
bkj			Pande
bkk			Brokskat
bkl			Berik
bkm			Kom (Cameroon)
bkn			Bukitan
bko			Kwa'
bkp			Boko (Democratic Republic of Congo)
bkq			Bakairí
bkr			Bakumpai
bks			Sorsogon, Masbate
bkt			Boloki
bku			Buhid
bkv			Bekwarra
bkw			Bekwil
bkx			Baikeno
bky			Bokyi
bkz			Bungku
bla	bla		Siksika
blb			Bilua
blc			Bella Coola
bld			Bolango
ble			Balanta-Kentohe
blf			Buol
blg			Balau
blh			Kuwaa
bli			Bolia
blj			Bolongan
blk			Karen, Pa'o
bll			Biloxi
blm			Beli (Sudan)
bln			Bicolano, Southern Catanduanes
blo			Anii
blp			Blablanga
blq			Baluan-Pam
blr			Blang
bls			Balaesang
blt			Tai Dam
blu			Hmong Njua
blv			Bolo
blw			Balangao
blx			Ayta, Mag-Indi
bly			Notre
blz			Balantak
bma			Lame
bmb			Bembe
bmc			Biem
bmd			Baga Manduri
bme			Limassa
bmf			Bom
bmg			Bamwe
bmh			Kein
bmi			Bagirmi
bmj			Bote-Majhi
bmk			Ghayavi
bml			Bomboli
bmm			Malagasy, Northern Betsimisaraka
bmn			Bina (Papua New Guinea)
bmo			Bambalang
bmp			Bulgebi
bmq			Bomu
bmr			Muinane
bms			Kanuri, Bilma
bmt			Biao Mon
bmu			Burum-Mindik
bmv			Bum
bmw			Bomwali
bmx			Baimak
bmy			Bemba (Democratic Republic of Congo)
bmz			Baramu
bna			Bonerate
bnb			Bookan
bnc			Bontoc, Central
bnd			Banda (Indonesia)
bne			Bintauna
bnf			Masiwang
bng			Benga
bnh			Banawá
bni			Bangi
bnj			Tawbuid, Eastern
bnk			Bierebo
bnl			Boon
bnm			Batanga
bnn			Bunun
bno			Bantoanon
bnp			Bola
bnq			Bantik
bnr			Butmas-Tur
bns			Bundeli
bnu			Bentong
bnv			Bonerif
bnw			Bisis
bnx			Bangubangu
bny			Bintulu
bnz			Beezen
boa			Bora
bob			Boni
boc			Kenyah, Bakung
bod	bod	bo	Tibetan
boe			Mundabli
bof			Bolon
bog			Bamako Sign Language
boh			Boma
boi			Barbareño
boj			Anjam
bok			Bonjo
bol			Bole
bom			Berom
bon			Bine
boo			Bozo, Tièma Cièwè
bop			Bonkiman
boq			Bogaya
bor			Borôro
bos	bos	bs	Bosnian
bot			Bongo
bou			Bondei
bov			Tuwuli
bow			Rema
box			Buamu
boy			Bodo (Central African Republic)
boz			Bozo, Tiéyaxo
bpa			Dakaka
bpb			Barbacoas
bpd			Banda-Banda
bpg			Bonggo
bph			Botlikh
bpi			Bagupi
bpj			Binji
bpk			Orowe
bpl			Broome Pearling Lugger Pidgin
bpm			Biyom
bpn			Dzao Min
bpo			Anasi
bpp			Kaure
bpq			Malay, Banda
bpr			Blaan, Koronadal
bps			Blaan, Sarangani
bpt			Barrow Point
bpu			Bongu
bpv			Marind, Bian
bpw			Bo (Papua New Guinea)
bpx			Bareli, Palya
bpy			Bishnupriya
bpz			Bilba
bqa			Tchumbuli
bqb			Bagusa
bqc			Boko (Benin)
bqd			Bung
bqe			Basque, Navarro-Labourdin
bqf			Baga Kaloum
bqg			Bago-Kusuntu
bqh			Baima
bqi			Bakhtiari
bqj			Bandial
bqk			Banda-Mbrès
bql			Bilakura
bqm			Wumboko
bqn			Bulgarian Sign Language
bqo			Balo
bqp			Busa
bqq			Biritai
bqr			Burusu
bqs			Bosngun
bqt			Bamukumbit
bqu			Boguru
bqv			Begbere-Ejar
bqw			Buru (Nigeria)
bqx			Baangi
bqy			Bali Sign Language
bqz			Bakaka
bra	bra		Braj
brb			Lave
brc			Berbice Creole Dutch
brd			Baraamu
bre	bre	br	Breton
brf			Bera
brg			Baure
brh			Brahui
bri			Mokpwe
brj			Bieria
brk			Birked
brl			Birwa
brm			Barambu
brn			Boruca
bro			Brokkat
brp			Barapasi
brq			Breri
brr			Birao
brs			Baras
brt			Bitare
bru			Bru, Eastern
brv			Bru, Western
brw			Bellari
brx			Bodo (India)
bry			Burui
brz			Bilbil
bsa			Abinomn
bsb			Bisaya, Brunei
bsc			Bassari
bsd			Bisaya, Sarawak
bse			Wushi
bsf			Bauchi
bsg			Bashkardi
bsh			Kati
bsi			Bassossi
bsj			Bangwinji
bsk			Burushaski
bsl			Basa-Gumna
bsm			Busami
bsn			Barasana
bso			Buso
bsp			Baga Sitemu
bsq			Bassa
bsr			Bassa-Kontagora
bss			Akoose
bst			Basketo
bsu			Bahonsuai
bsv			Baga Sobané
bsw			Baiso
bsx			Yangkam
bsy			Bisaya, Sabah
bsz			Basque, Souletin
bta			Bata
btb			Beti (Cameroon)
btc			Bati (Cameroon)
btd			Batak Dairi
bte			Gamo-Ningi
btf			Birgit
btg			Bété, Gagnoa
bth			Biatah
bti			Burate
btj			Malay, Bacanese
btl			Bhatola
btm			Batak Mandailing
btn			Ratagnon
bto			Bicolano, Iriga
btp			Budibud
btq			Batek
btr			Baetora
bts			Batak Simalungun
btt			Bete-Bendi
btu			Batu
btv			Bateri
btw			Butuanon
btx			Batak Karo
bty			Bobot
btz			Batak Alas-Kluet
bua	bua		Buriat
bub			Bua
buc			Bushi
bud			Ntcham
bue			Beothuk
buf			Bushoong
bug	bug		Buginese
buh			Bunu, Younuo
bui			Bongili
buj			Basa-Gurmana
buk			Bugawac
bul	bul	bg	Bulgarian
bum			Bulu (Cameroon)
bun			Sherbro
buo			Terei
bup			Busoa
buq			Brem
bus			Bokobaru
but			Bungain
buu			Budu
buv			Bun
buw			Bubi
bux			Boghom
buy			Bullom So
buz			Bukwen
bva			Barein
bvb			Bube
bvc			Baelelea
bvd			Baeggu
bve			Malay, Berau
bvf			Boor
bvg			Bonkeng
bvh			Bure
bvi			Belanda Viri
bvj			Baan
bvk			Bukat
bvl			Bolivian Sign Language
bvm			Bamunka
bvn			Buna
bvo			Bolgo
bvq			Birri
bvr			Burarra
bvs			Belgian Sign Language
bvt			Bati (Indonesia)
bvu			Malay, Bukit
bvv			Baniva
bvw			Boga
bvx			Dibole
bvz			Bauzi
bwa			Bwatoo
bwb			Namosi-Naitasiri-Serua
bwc			Bwile
bwd			Bwaidoka
bwe			Karen, Bwe
bwf			Boselewa
bwg			Barwe
bwh			Bishuo
bwi			Baniwa
bwj			Bwamu, Láá Láá
bwk			Bauwaki
bwl			Bwela
bwm			Biwat
bwn			Bunu, Wunai
bwo			Boro
bwp			Mandobo Bawah
bwq			Bobo Madaré, Southern
bwr			Bura-Pabir
bws			Bomboma
bwt			Bafaw-Balong
bwu			Buli (Ghana)
bwv			Kenyah, Bahau River
bww			Bwa
bwx			Bunu, Bu-Nao
bwy			Bwamu, Cwi
bwz			Bwisi
bxa			Bauro
bxb			Belanda Bor
bxc			Molengue
bxd			Pela
bxe			Birale
bxf			Bilur
bxg			Bangala
bxh			Buhutu
bxi			Pirlatapa
bxj			Bayungu
bxk			Bukusu
bxl			Jalkunan
bxm			Buriat, Mongolia
bxn			Burduna
bxo			Barikanchi
bxp			Bebil
bxq			Beele
bxr			Buriat, Russia
bxs			Busam
bxt			Buxinhua
bxu			Buriat, China
bxv			Berakou
bxw			Bankagooma
bxx			Borna
bxz			Binahari
bya			Batak
byb			Bikya
byc			Ubaghara
byd			Benyadu'
bye			Pouye
byf			Bete
byg			Baygo
byh			Bujhyal
byi			Buyu
byj			Bina (Nigeria)
byk			Biao
byl			Bayono
bym			Bidyara
byn	byn		Blin; Bilin
byo			Biyo
byp			Bumaji
byq			Basay
byr			Baruya
bys			Burak
byt			Berti
byu			Buyang
byv			Medumba
byw			Belhariya
byx			Qaqet
byy			Buya
byz			Banaro
bza			Bandi
bzb			Andio
bzd			Bribri
bze			Bozo, Jenaama
bzf			Boikin
bzg			Babuza
bzh			Buang, Mapos
bzj			Belize Kriol English
bzk			Nicaragua Creole English
bzl			Boano (Sulawesi)
bzm			Bolondo
bzn			Boano (Maluku)
bzo			Bozaba
bzp			Kemberano
bzq			Buli (Indonesia)
bzr			Biri
bzs			Brazilian Sign Language
bzt			Brithenig
bzu			Burmeso
bzv			Bebe
bzw			Basa (Nigeria)
bzx			Bozo, Hainyaxo
bzy			Obanliku
bzz			Evant
caa			Chortí
cab			Garifuna
cac			Chuj, San Sebastián Coatán
cad	cad		Caddo
cae			Lehar
caf			Carrier, Southern
cag			Nivaclé
cah			Cahuarano
caj			Chané
cak			Cakchiquel, Central
cal			Carolinian
cam			Cemuhî
can			Chambri
cao			Chácobo
cap			Chipaya
caq			Nicobarese, Car
car	car		Carib
cas			Tsimané
cat	cat	ca	Catalan
cav			Cavineña
caw			Callawalla
cax			Chiquitano
cay			Cayuga
caz			Canichana
cbb			Cabiyarí
cbc			Carapana
cbd			Carijona
cbe			Chipiajes
cbg			Chimila
cbh			Cagua
cbi			Chachi
cbj			Ede Cabe
cbk			Chavacano
cbl			Chin, Bualkhaw
cbm			Cakchiquel, Yepocapa Southwestern
cbn			Nyahkur
cbo			Izora
cbr			Cashibo-Cacataibo
cbs			Cashinahua
cbt			Chayahuita
cbu			Candoshi-Shapra
cbv			Cacua
cby			Carabayo
cca			Cauca
ccc			Chamicuro
ccd			Cafundo Creole
cce			Chopi
ccg			Samba Daka
cch			Atsam
ccj			Kasanga
ccl			Cutchi-Swahili
ccm			Malaccan Creole Malay
cco			Chinantec, Comaltepec
ccp			Chakma
ccq			Chaungtha
ccr			Cacaopera
ccx			Zhuang, Northern
ccy			Zhuang, Southern
cda			Choni
cde			Chenchu
cdf			Chiru
cdg			Chamari
cdh			Chambeali
cdi			Chodri
cdj			Churahi
cdm			Chepang
cdn			Chaudangsi
cdo			Chinese, Min Dong
cdr			Cinda-Regi-Tiyal
cds			Chadian Sign Language
cdz			Koda
cea			Chehalis, Lower
ceb	ceb		Cebuano
ceg			Chamacoco
ces	ces	cs	Czech
cet			Centúúm
cfa			Dijim-Bwilim
cfd			Cara
cfg			Como Karim
cga			Changriwa
cgc			Kagayanen
cgg			Chiga
cgk			Chocangacakha
cha	cha	ch	Chamorro
chb	chb		Chibcha
chc			Catawba
chd			Chontal, Highland Oaxaca
che	che	ce	Chechen
chf			Chontal, Tabasco
chg	chg		Chagatai
chh			Chinook
chj			Chinantec, Ojitlán
chk	chk		Chuukese
chl			Cahuilla
chm	chm		Mari (Russia)
chn	chn		Chinook jargon
cho	cho		Choctaw
chp	chp		Chipewyan
chq			Chinantec, Quiotepec
chr	chr		Cherokee
chs			Chumash
cht			Cholón
chu	chu	cu	Slavic, Church
chv	chv	cv	Chuvash
chw			Chuwabu
chx			Chantyal
chy	chy		Cheyenne
chz			Chinantec, Ozumacín
cia			Cia-Cia
cib			Gbe, Ci
cic			Chickasaw
cid			Chimariko
cie			Cineni
cih			Chinali
cik			Kinnauri, Chitkuli
cim			Cimbrian
cin			Cinta Larga
cip			Chiapanec
cir			Tiri
cit			Chittagonian
ciw			Chippewa
ciy			Chaima
cja			Cham, Western
cje			Chru
cjh			Chehalis, Upper
cji			Chamalal
cjk			Chokwe
cjm			Cham, Eastern
cjn			Chenapian
cjo			Ashéninka Pajonal
cjp			Cabécar
cjr			Chorotega
cjs			Shor
cjv			Chuave
cjy			Chinese, Jinyu
cka			Chin, Khumi Awa
ckb			Kurdish, Central
ckc			Cakchiquel, Northern
ckd			Cakchiquel, South Central
cke			Cakchiquel, Eastern
ckf			Cakchiquel, Southern
ckh			Chak
cki			Cakchiquel, Santa María De Jesús
ckj			Cakchiquel, Santo Domingo Xenacoj
ckk			Cakchiquel, Acatenango Southwestern
ckl			Cibak
cko			Anufo
ckq			Kajakse
ckr			Kairak
cks			Tayo
ckt			Chukot
cku			Koasati
ckv			Kavalan
ckw			Cakchiquel, Western
ckx			Caka
cky			Cakfem-Mushere
ckz			Cakchiquel-Quiché Mixed Language
cla			Ron
clc			Chilcotin
cld			Chaldean Neo-Aramaic
cle			Chinantec, Lealao
clh			Chilisso
cli			Chakali
clk			Idu-Mishmi
cll			Chala
clm			Clallam
clo			Chontal, Lowland Oaxaca
clu			Caluyanun
